,date,is_about_hp,text,preprocessed_text,score_vader,vader_class
3841,2015-03-13,False,".@lauren_olive Thank you.  Somebody once told me I'd like cricket better if I understood it, but frankly, life's too short.",thank somebody tell like cricket well understood frankly life short,0.7269,positive
3842,2015-03-13,True,.@NeilBlairTBP is also a Hufflepuff.  I had him tested.,also hufflepuff test,0.0,neutral
3843,2015-03-13,False,".@CorneelVf Yes, because I'm in London and haven't got my Pottermore user name to hand!",yes london get pottermore user name hand,0.7096,positive
3844,2015-03-13,False,"I'll be there with my agent @NeilBlairTBP, who supports England. Can our long friendship survive #CalcuttaCup? Watch this space.",agent support england long friendship survive calcuttacup watch space,0.6808,positive
3845,2015-03-13,False,"Tomorrow, @Scotlandteam play England at rugby. This http://t.co/U490nc3zi5 explains why wizards ALWAYS support Scotland. Please RT! #AsOne",tomorrow play england rugby explains wizards always support scotland please asone,0.7506,positive
3846,2015-03-13,False,RT @EmWatson: Don't miss @rednoseday tonight on @BBCOne from 7pm... You might see a familiar face... #RND15,miss tonight pm might see familiar face rnd,-0.1531,negative
3847,2015-03-13,False,.@Lumos_Midnight @Scotlandteam The proud owner of the world's largest bottle of Nutella will indeed be #backingblue tomorrow!%,proud owner world large bottle nutella indeed backingblue tomorrow,0.4767,positive
3848,2015-03-13,False,RT @NeilBlairTBP: #MixtheCity with YouTube sensation @kutiman – http://t.co/48pmqTkLWz http://t.co/lXtfS085RV Open your horizons &amp; think ag…,mixthecity youtube sensation open horizon amp think ag,0.0,neutral
3849,2015-03-13,False,"@fredmacaulay It won't be the same without you, Fred.  Hopefully see you soon x",without fred hopefully see soon,-0.3089,negative
3850,2015-03-13,False,RT @pottermore: Who nose where the magical Porlock is found? Read #FantasticBeasts and support @ComicRelief: http://t.co/1nRpWJHly4 http://…,nose magical porlock find read fantasticbeasts support,0.4019,positive
3851,2015-03-13,False,RT @pottermore: What did the Golden Snitch replace in Quidditch? Find out and support @ComicRelief‘s #RND15: http://t.co/iO3mJHiwWe http://…,golden snitch replace quidditch find support rnd,0.4019,positive
3852,2015-03-11,False,"@JournoStephen @dhothersall @Johnnie_Rowling No, there is only one Dobby dog. http://t.co/6nJ8kZkyiN",one dobby dog,0.0,neutral
3853,2015-03-11,False,"@dhothersall @JournoStephen Yes, he is quite clearly thinking 'I'm trying to watch Newsnight, get that camera out of my face.'",yes quite clearly think try watch newsnight get camera face,0.6901,positive
3854,2015-03-11,False,@JournoStephen @dhothersall Hm. That does put my tedious day into perspective.,hm put tedious day perspective,0.0,neutral
3855,2015-03-11,False,"@JournoStephen @dhothersall Go for it, I'm having a tedious day.",go tedious day,0.0,neutral
3856,2015-03-11,False,RT @qikipedia: A group of otters is called a romp.,group otter call romp,0.0,neutral
3857,2015-03-08,False,"RT @lumos: Babies belong with their mothers, not in institutions. Learn how @lumos helped one mum to keep her child #IWD http://t.co/V8irDN…%",baby belong mother institution learn help one mum keep child iwd,0.4019,positive
3858,2015-03-07,False,".@lucybirdbooks Just unlucky, I suppose.",unlucky suppose,0.0,neutral
3859,2015-03-06,False,Does the Koran condone what terrorists are doing in its name? This is worth reading: http://t.co/DG4RowNghv,koran condone terrorist name worth reading,-0.5859,negative
3860,2015-03-05,False,I'd just decided I'd retweeted enough dogs when... http://t.co/u53mSaaV9p,decide retweeted enough dog,0.0,neutral
3861,2015-03-05,False,RT @LucianoLeibson: @amber_adkison @jk_rowling here is my slytherin bad boy http://t.co/nZSC4uJLxK,slytherin bad boy,-0.5423,negative
3862,2015-03-05,False,RT @smile_world_irc: @jk_rowling This cat loves Harry Potter too. The boy who lived is very famous... #WorldBookDayForCats http://t.co/8Zcd…,cat love harry potter boy live famous,0.6369,positive
3863,2015-03-05,False,RT @amber_adkison: @jk_rowling My most loyal Hufflepuff and intelligent Ravenclaw! #WorldBookDayForDogs http://t.co/Q1sOpppSWJ,loyal hufflepuff intelligent ravenclaw,0.7269,positive
3864,2015-03-05,False,RT @MewMittens: Not all dogs are good...some are dark lords. #WorldBookDayForDogs  @jk_rowling http://t.co/WXvG4izr6X,dog good dark lord,0.4404,positive
3865,2015-03-05,False,@thisisbwright You were so cute!,cute,0.4588,positive
3866,2015-03-05,False,"And finally, because, you know, it's the internet... #WorldBookDayForDogs http://t.co/F3JIwF7qXc",finally know internet,0.0,neutral
3867,2015-03-05,False,RT @rachgil363: This will be my kids! Thank you for writing these amazing Books! #WorldBookDay @jk_rowling http://t.co/4nWKu0IXNg,kid thank write amaze book worldbookday,0.7184,positive
3868,2015-03-05,False,"RT @Nims_Raizada: @jk_rowling homemade hat, glasses and wand! #WorldBookDay http://t.co/p0XtGtebAB",homemade hat glass wand worldbookday,0.0,neutral
3869,2015-03-05,False,RT @Otty82: McGonagall&amp;Trelawney can be friends!! #WorldBookDay #HarryPotter  @jk_rowling http://t.co/34toGnI9HL,mcgonagall amp trelawney friend worldbookday harrypotter,0.4939,positive
3870,2015-03-05,False,"RT @Anna_JKR: @jk_rowling Can't go to uni dressed like Harry, but I'm with him everywhere! http://t.co/HByf3JfGIj",go uni dress like harry everywhere,0.3612,positive
3871,2015-03-05,False,RT @GiselaVives: @jk_rowling I can't dress up at work but who says I'm not celebrating #worldbookday? http://t.co/CCS9k0siw4,dress work say celebrate worldbookday,0.5719,positive
3872,2015-03-05,False,Why has Percy Weasley got his arm around Narcissa Malfoy? Find out in my new... kidding. I'M KIDDING.  #NotAPrequel http://t.co/ZZ6HJZrDY3,percy weasley get arm around narcissa malfoy find new kid kidding notaprequel,0.1027,positive
3873,2015-03-05,False,I've just been reminded not to forget the original (and best) fans... #WorldBookDay http://t.co/cgpDjez4Jp,remind forget original best fan worldbookday,0.7845,positive
3874,2015-03-05,False,"I love these pictures!  I couldn't be more proud of our new generation of Harrys, Rons, Hermiones and Hagrids.  #WorldBookDay",love picture proud new generation harrys ron hermiones hagrids worldbookday,0.8074,positive
3875,2015-03-05,False,RT @BabySwimExpert: @whereswally @jk_rowling my own little Hermione and Wally for #WorldBookDay http://t.co/Fi4ZmaB5L6,little hermione wally worldbookday,0.0,neutral
3876,2015-03-05,False,RT @FiEvans: Hermione Granger (Prisoner of Azkaban era) complete with Crookshanks &amp; Hogwarts a History . #WorldBookDay @jk_rowling http://t…,hermione granger prisoner azkaban era complete crookshanks amp hogwarts history worldbookday,-0.5423,negative
3877,2015-03-05,False,RT @queenie321: @jk_rowling Erynn as Hermione for #WorldBookDay ⚡️⚡️ http://t.co/abmoppcPXx,erynn hermione worldbookday,0.0,neutral
3878,2015-03-05,False,"RT @Lollypotterhead: @jk_rowling @WorldBookDayUK I'm 17 on Sunday, still dress up in my free time 😂if only college let us dress up http://t…",sunday still dress free time college let u dress,0.5106,positive
3879,2015-03-05,False,How cute is Hagrid? #WorldBookDay http://t.co/nQ1FJMzGSu,cute hagrid worldbookday,0.4588,positive
3880,2015-03-05,False,RT @ChickLitChloe: Here's my dude dressed up for #WorldBookDay! @BloomsburyBooks @jk_rowling http://t.co/SxDuRPMdiA,dude dress worldbookday,0.0,neutral
3881,2015-03-05,False,RT @melodydk: Thank you JK Rowling @jk_rowling Happy world book day. http://t.co/rGWHnD0TSS,thank jk rowling happy world book day,0.7964,positive
3882,2015-03-05,False,RT @RyjaMum: @WorldBookDayUK @jk_rowling - Harry is ready 🌟 http://t.co/sRhif9xP65,harry ready,0.3612,positive
3883,2015-03-05,False,RT @ella_louise1981: Happy #WorldBookDay thank you for such wonderful stories #HarryPotter @jk_rowling @DanJRadcliffeNL http://t.co/2dmtox1…,happy worldbookday thank wonderful story harrypotter,0.872,positive
3884,2015-03-05,False,RT @Stressed_soph: @jk_rowling daughters dressed as fav Potter characters for #WorldBookDay and Quidditch hat for mad hatters lunch http://…,daughter dress fav potter character worldbookday quidditch hat mad hatter lunch,-0.0516,negative
3885,2015-03-05,False,"RT @DrePickard: @jk_rowling This is my daughter and son for world book day, do you think they look good? We are Harry Potter mad 😊 http://t…",daughter son world book day think look good harry potter mad,-0.0772,negative
3886,2015-03-05,False,RT @allie_boda: one very excited Hermione for #WorldBookDay2015 @jk_rowling http://t.co/hcd7W9tqCh,one excite hermione worldbookday,0.4767,positive
3887,2015-03-05,False,RT @HelenMalaine: #Ron Weasley #WorldBookDay @jk_rowling @wbpictures http://t.co/sufxAOpJjo,ron weasley worldbookday,0.0,neutral
3888,2015-03-05,False,RT @Wrenboldlygoes: Every year #WorldBookDay comes back to being in love with the Harry Potter books @jk_rowling my own Hermione and Ron ht…,every year worldbookday come back love harry potter book hermione ron ht,0.6369,positive
3889,2015-03-05,False,RT @Debbie_Rimmer1: It's @WorldBookDayUK Huge excitement in school playgrounds across the country! #myharrypotter @jk_rowling http://t.co/Y…,huge excitement school playground across country myharrypotter,0.6705,positive
3890,2015-03-05,False,"RT @BlackLiblack: @jk_rowling My 7yr old off to school today. Welcome to Hogwarts, Harry Potter :) #WorldBookDay http://t.co/1H87Tuzuhi",yr old school today welcome hogwarts harry potter worldbookday,0.4588,positive
3891,2015-03-05,False,RT @brizzlejen: Hetty and (blond) Harry for #WorldBookDay @WilsonJaqueline @jk_rowling http://t.co/yt4j4TEQN7,hetty blond harry worldbookday,0.0,neutral
3892,2015-03-05,False,Happy #WorldBookDay everyone!  I'm celebrating by writing a book.,happy worldbookday everyone celebrate write book,0.8126,positive
3893,2015-03-02,False,RT @mrevgenylebedev: Sir @eltonjohndotcom shaved my entire face for @rednoseday. Watch here: http://t.co/6D0H0FNA59 #RNDface Txt ‘BEARD’ to…,sir shave entire face watch rndface txt beard,0.0,neutral
3894,2015-03-01,False,@maggivaughan Sorry Maggie...,sorry maggie,-0.0772,negative
3895,2015-03-01,False,".@CampbellJonny1 @PhelpsieSarah Well, that's me crying my eyes out, so job done. Serves me right, some might say. Thank you, thank you xxx",well cry eye job do serf right might say thank thank xxx,0.4588,positive
3896,2015-02-28,False,".@andrewbrutto At least I'll have Nutella. Congrats Andrea, you can have the book anyway. I need a very large drink. X",least nutella congrats andrea book anyway need large drink,0.5267,positive
3897,2015-02-28,False,Scotland 16 Italy 15. Nerves frayed. #backingblue%,scotland italy nerve fray backingblue,0.0,neutral
3898,2015-02-28,False,"Scotland 10 Italy 5. @Scotlandteam has a player called Tonks, by the way.",scotland italy player call tonks way,0.0,neutral
3899,2015-02-28,False,@andrewbrutto Direct message!,direct message,0.0,neutral
3900,2015-02-28,False,So many favourite people! Thank you xx,many favourite people thank xx,0.3612,positive
3901,2015-02-28,False,".@andrewbrutto OK, Italy wins, you have to send me some Nutella. Scotland wins, you get signed book. I'll DM after game for yr address ;)",ok italy win send nutella scotland win get sign book dm game yr address,0.8689,positive
3902,2015-02-28,False,".@andrewbrutto Well if we win, you get a signed book from me to ease the pain. What will you give me if Italy win?",well win get sign book ease pain give italy win,0.836,positive
3903,2015-02-28,False,.@andrewbrutto Are you going to be at Murrayfield?,go murrayfield,0.0,neutral
3904,2015-02-28,False,Good luck @Scotlandteam! (They're playing rugby against Italy this afternoon and if you RT this you will be one of my favourite people),good luck play rugby italy afternoon one favourite people,0.8074,positive
3905,2015-02-27,False,RIP Leonard Nimoy http://t.co/uIcnvI8wNN,rip leonard nimoy,0.0,neutral
3906,2015-02-27,False,".@MarioMolaverdi Careful. @chrisrankin will be all over you for not using 'whom'. I don't care, though. Bob x",careful use care though bob,0.5859,positive
3907,2015-02-27,False,tweet changed to reflect @chrisrankin's valid point that I appeared to be calling Madonna camp. Very Percy Weasleyish of him :),tweet change reflect valid point appear call madonna camp percy weasleyish,0.0,neutral
3908,2015-02-27,False,"Are you the sort of person who gloats when they see a woman fall, or the kind that celebrates a magnificent recovery? #TeamMadonna",sort person gloat see woman fall kind celebrates magnificent recovery teammadonna,0.9001,positive
3909,2015-02-27,False,"@chrisrankin yeah, I thought it should have been #teamMadonna after I pressed 'tweet', but couldn't be bothered changing it!",yeah think teammadonna press tweet bother change,-0.0516,negative
3910,2015-02-25,False,@SlenaHubnouci I really hope you will.  You are worth it.  X,really hope worth,0.6566,positive
3911,2015-02-25,False,.@suspectsnargles Then it's time to get a compass!,time get compass,0.0,neutral
3912,2015-02-25,False,".@RebeckaC123 Yes, definitely.  Cross that one off and thank you very much x",yes definitely cross one thank much,0.7845,positive
3913,2015-02-25,False,"Oliver Wendell Holmes, in case you're wondering!",oliver wendell holmes case wonder,0.0,neutral
3914,2015-02-25,False,"These words have often helped me: 'The great thing in this world is not so much where we stand, as in what direction we are moving.'",word often help great thing world much stand direction move,0.7783,positive
3915,2015-02-25,False,".@Pink_Hippogriff It's incredibly brave to ask for help, because you have to admit you're in trouble. You have to be honest. It takes guts.",incredibly brave ask help admit trouble honest take gut,0.8425,positive
3916,2015-02-25,False,So proud of Lumos and Georgette Mulheir tonight! #ZeroCon15  Read why I founded @lumos here http://t.co/984J8Em3ZZ http://t.co/VXABnHwkoQ%,proud lumos georgette mulheir tonight zerocon read found,0.4767,positive
3917,2015-02-25,False,RT @lumos: We are proud to share that Lumos has received the #ZeroCon15 award for our #inclusiveeducation programme in Moldova.%,proud share lumos receive zerocon award programme moldova,0.8316,positive
3918,2015-02-25,False,".@SlenaHubnouci Life is often painful, but always valuable. Sometimes we need to change the way we're looking at it, or ask for help x",life often painful always valuable sometimes need change way look ask help,0.4404,positive
3919,2015-02-25,False,URGENT. SAVE SOHO: Please RT http://t.co/O9SXfHHGgy…,urgent save soho please,0.743,positive
3920,2015-02-22,False,"RT @SayedModarresi: Muslim boy writes on Mosul wall — at great personal risk: ""My Christian brothers, you shall return to your churches"" ht…",muslim boy write mosul wall great personal risk christian brother shall return church ht,0.4588,positive
3921,2015-02-20,False,.@buybooksindia GK Chesterton said that.  I just quoted him. #CorrectAttributionDay,gk chesterton say quote,0.0,neutral
3922,2015-02-18,False,".@shannenryan Character can be plot! Plan, plan and plan, but stay invested in those characters.",character plot plan plan plan stay invested character,0.0,neutral
3923,2015-02-18,True,".@larapetale Yep, that's where I bawled my eyes out after writing chapter 34.",yep bawl eye write chapter,0.296,positive
3924,2015-02-18,True,".@hello_sanchez Me too.  It was as bad as when I wrote chapter 34 of Deathly Hallows, and that's saying something.",bad write chapter deathly hallow say something,-0.5423,negative
3925,2015-02-18,False,.@MaMoLeCoCri Something tells me you haven't read The Casual Vacancy.,something tell read casual vacancy,0.2023,positive
3926,2015-02-18,True,.@ardit_haliti You think I should write something where nobody dies?  Hmm... it wouldn't be easy.  I'm all about the death.,think write something nobody die hmm easy death,-0.7096,negative
3927,2015-02-18,False,"RT @SayedModarresi: Jews have as much right to feeling safe as Muslims, Christians, etc. and ensuring that is our shared responsibility htt…",jew much right feel safe muslim christian etc ensure share responsibility htt,0.7717,positive
3928,2015-02-17,False,RT @Aiannucci: ..register to vote. People who vote are less likely to be used by politicians as easy targets. Takes 5 mins https://t.co/DOc…,register vote people vote less likely used politician easy target take min,0.4404,positive
3929,2015-02-17,False,"RT @Aiannucci: Non-voters get clobbered. Young less likely to vote, so get tuition fees and benefits squeeze: elderly vote, so get pension …",non voter get clobber young less likely vote get tuition fee benefit squeeze elderly vote get pension,0.4588,positive
3930,2015-02-16,False,"RT @lumos: “They tied this one girl up - for fifteen years - ‘To protect her from herself,’” Watch and share here #letstalklumos http://t.c…%",tie one girl fifteen year protect watch share letstalklumos,0.5859,positive
3931,2015-02-16,False,@CampbellJonny1 [laughing]...,laugh,0.5574,positive
3932,2015-02-16,False,@CampbellJonny1 I felt exactly the same way about her review of the novel!,felt exactly way review novel,0.3182,positive
3933,2015-02-15,False,"@PhelpsieSarah Great job, Phelpsie X",great job phelpsie,0.6249,positive
3934,2015-02-15,False,Come on @Scotlandteam! My view right now. http://t.co/dZn8OWTNnr,come view right,0.0,neutral
3935,2015-02-14,False,Warning: this might be too much cuteness.  Look away if you are of a cynical disposition. Happy Valentine's Day X http://t.co/o6QFN2Atad,warn might much cuteness look away cynical disposition happy valentine day,0.6124,positive
3936,2015-02-13,False,RT @amnesty: Raif was not flogged today. We are not sure why but he remains at risk in prison. http://t.co/sHjC4PkVZf #FreeRaif http://t.co…,raif flog today sure remain risk prison freeraif,-0.4767,negative
3937,2015-02-13,False,RT @lumos: Read @acsifferlin in @TIME on research in to brain development issues caused by living outside of family care &gt; http://t.co/MI8z…%,read research brain development issue cause live outside family care gt,0.6486,positive
3938,2015-02-12,False,"RT @HBO: From @JK_Rowling, #TheCasualVacancy airs 4/29 at 8PM (Parts 1 &amp; 2) and 4/30 at 8PM (Part 3) on #HBO. http://t.co/WSmWQyYWbo%",air pm part amp pm part hbo,0.0,neutral
3939,2015-02-12,False,"To all asking whether I've seen the @BBC adaptation of #TheCasualVacancy, the answer is yes and I'm thrilled with it!%",ask whether see adaptation answer yes thrill,0.6369,positive
3940,2015-02-12,False,"RT @BBCOne: Our three-part adaptation of @jk_rowling’s #TheCasualVacancy starts on Sunday 15th February at 9pm on @BBCOne.
https://t.co/PLL…%",three part adaptation start sunday th february pm,0.0,neutral
3941,2015-02-12,False,.@adeelamini You're welcome.  Now get back below that parapet before someone fires.,welcome get back parapet someone fire,0.1531,positive
3942,2015-02-12,False,".@itssaaaav Ideally, something that makes you happy and doesn't involve serial killing. Can't be more specific without further information.",ideally something make happy involve serial kill specific without information,0.2023,positive
3943,2015-02-12,False,.@SlythSnitch I've written one and it won't be too long until you can take it.  We're working on it!,write one long take working,0.0,neutral
3944,2015-02-11,False,RT @lumos: Sign our I Am Lumos pledge and become a champion of children’s rights #letstalklumos &gt; http://t.co/F7XsXutDBl%,sign lumos pledge become champion child right letstalklumos gt,0.7184,positive
3945,2015-02-11,False,"Jon Stewart is leaving @theDailyShow, one of my favourite TV programmes ever. That's major news to get over your morning tea. #BritishGrief",jon stewart leave one favourite tv programme ever major news get morning tea britishgrief,-0.0516,negative
3946,2015-02-09,False,RT @lumos: #Didyouknow Institutional care can cost up to 10x more than providing community services. #letstalklumos &gt; http://t.co/YNYi1GWySz%,didyouknow institutional care cost provide community service letstalklumos gt,0.6486,positive
3947,2015-02-08,False,.@jilyinthetardis I haven't had it since 1998. I wrote through it. That showed it who was boss.,since write show bos,0.0,neutral
3948,2015-02-08,False,.@xlovegood That's unnaturally tidy.  I'm glad you can't see the midden that is my desk.  You would be disgusted.,unnaturally tidy glad see midden desk would disgust,-0.2263,negative
3949,2015-02-08,False,.@MauritsPTX @kk6991 But I was there when my life happened.  Why would I want to watch somebody else's vague idea of what happened?,life happen would want watch somebody els vague idea happen,-0.0258,negative
3950,2015-02-08,False,".@kk6991 I've never seen it, so I can't tell you how accurate it is.  The thought of watching it makes me curl up like a pretzel.",never see tell accurate think watch make curl like pretzel,0.3612,positive
3951,2015-02-08,False,I sincerely hope we can #SaveSoho or Strike's and Robin's office will be demolished. Please RT http://t.co/yZ82PHhtEb @WeAreSaveSoho,sincerely hope savesoho strike robin office demolish please,0.7783,positive
3952,2015-02-07,False,".@ginnyweasleys In spite of the Baudelaire quotation, you should never give up hope. X",spite baudelaire quotation never give hope,-0.7009,negative
3953,2015-02-07,False,.@NeilBlairTBP @henryfraser0 Shall I bring you a kilt? Just say the word.,shall bring kilt say word,0.0,neutral
3954,2015-02-07,False,"L'espoir, vaincu, pleure... Baudelaire had it right. Bravo France and well played, Scotland... #backingblue%",espoir vaincu pleure baudelaire right bravo france well played scotland backingblue,0.5423,positive
3955,2015-02-07,False,I can't watch. Someone tell me what's happening. #backingblue%,watch someone tell happen backingblue,0.0,neutral
3956,2015-02-07,False,"To all those asking what I'm on about, Scotland is playing France at rugby. Rugby is not much like Quidditch. Only one oddly-shaped ball.",ask scotland play france rugby rugby much like quidditch one oddly shape ball,0.5994,positive
3957,2015-02-07,False,".@Sushmitha_m Rugby. All you need to know is that by receiving this tweet, you have become a lifelong Scotland supporter. Thank you x",rugby need know receive tweet become lifelong scotland supporter thank,0.5574,positive
3958,2015-02-07,False,.@NeilBlairTBP @henryfraser0 So's my cousin-in-law Euan Murray.,cousin law euan murray,0.0,neutral
3959,2015-02-07,False,.@henryfraser0 @NeilBlairTBP You've both got Scottish surnames so you're supposed to be #backingblue%,get scottish surname suppose backingblue,0.0,neutral
3960,2015-02-07,False,.@LucileCJt I love the French! X,love french,0.6369,positive
3961,2015-02-07,False,.@NeilBlairTBP Bet you didn't scream as loudly as I did. #backingblue%,bet scream loudly backingblue,-0.4019,negative
3962,2015-02-07,False,.@Tucker12456 They're only tea bags. Let it go.,tea bag let go,0.0,neutral
3963,2015-02-07,False,".@Tucker12456 Look, Yorkshire can't have everything. You've got @Mattdavelewis and one of my favourite characters (Robin).",look yorkshire everything get one favourite character robin,0.0,neutral
3964,2015-02-06,False,".@Mattdavelewis Only just seen this, Matt! They sell Y'kshire tea up here but never found Lancs. I have to smuggle it over the border.",see matt sell kshire tea never find lancs smuggle border,0.2924,positive
3965,2015-02-06,True,.@hanzandz The crack in the stone was irreparable. Only Dumbledore cd have extracted the soul fragment but left the original charm intact.,crack stone irreparable dumbledore cd extract soul fragment leave original charm intact,0.6808,positive
3966,2015-02-06,False,"Sorry, haven't got time for more than three HP answers this morning. Robert needs me, but take those as a thank you for yr lovely messages x",sorry get time three hp answer morning robert need take thank yr lovely message,0.7184,positive
3967,2015-02-06,True,".@CharlsEC A Black ancestor coveted the beautiful house, so 'persuaded' the Muggle occupant to leave &amp; put the appropriate spells on it.",black ancestor covet beautiful house persuade muggle occupant leave amp put appropriate spell,0.5719,positive
3968,2015-02-06,True,.@EmyBemy2 He was repatriated to Greece. Dumbledore liked to put Hagrid's more foolish acquisitions back where they belong - not the forest.,repatriate greece dumbledore like put hagrid foolish acquisition back belong forest,0.1027,positive
3969,2015-02-06,False,.@gazing_venus Lancashire tea.  I'm drinking it right now.,lancashire tea drinking right,0.0,neutral
3970,2015-02-06,False,I'm so moved by all your messages about HP Book Night.  Thank you X,move message hp book night thank,0.3612,positive
3971,2015-02-06,True,".@llamaofthelab The Horcrux-receptacle has to be destroyed BEYOND REPAIR, so Harry would need to have DIED. #pleaseneveraskmethatoneagain",horcrux receptacle destroy beyond repair harry would need die,-0.8126,negative
3972,2015-02-05,False,".@valmcdermid And people complain I turn them off their dinner with talk of diarrhoea.  McDermid, you out-gore me again.",people complain turn dinner talk diarrhoea mcdermid gore,-0.3612,negative
3973,2015-02-05,False,"Congratulations, serpents! pottermore http://t.co/MmVcrUgIje",congratulation serpent pottermore,0.5994,positive
3974,2015-02-05,False,.@maggivaughan Vaughan's Thesaurus is a proper treasure trove ;),vaughan thesaurus proper treasure trove,0.296,positive
3975,2015-02-05,False,".@trevilles A mnemonic to remember diarrhoea! The gift I've been waiting for all my life! @trevilles, I think I love you xxx",mnemonic remember diarrhoea gift wait life think love xxx,0.7964,positive
3976,2015-02-05,False,".@lucasasef you'll never know. It could have changed your life. But on balance, probably not.",never know could change life balance probably,0.0,neutral
3977,2015-02-05,False,"then decide the paragraph doesn't work anyway and delete it. Yes, it's all go round here.",decide paragraph work anyway delete yes go round,0.4019,positive
3978,2015-02-05,False,"A word that neither @RGalbraith or I ever spell right first time: diarrhoea. Too stubborn to let spellcheck do it, I have multiple attempts%",word neither ever spell right first time diarrhoea stubborn let spellcheck multiple attempt,-0.4019,negative
3979,2015-02-03,False,"RT @BBCBreaking: To Kill A Mockingbird author Harper Lee to publish a second novel in July, her publishers say  http://t.co/RXik5c8xMn",kill mockingbird author harper lee publish second novel july publisher say,-0.5267,negative
3980,2015-01-30,False,".@Emmas_stone @BohdiByles I'm very, very glad you're here.  And so's Harry.",glad harry,0.4588,positive
3981,2015-01-30,False,".@scozzese I'm not kidding. What you people do is magnificent, I've seen it in action. Really hope next week brings better support x",kid people magnificent see action really hope next week bring good support,0.9134,positive
3982,2015-01-30,False,This woman is one of my biggest heroes and I'm lucky enough to know her personally. http://t.co/1zvxcUu1Bx @lumos%,woman one big hero lucky enough know personally,0.7506,positive
3983,2015-01-30,False,.@BohdiByles Foster parents are among my greatest heroes. I know some personally and they have utterly transformed lives.,foster parent among great hero know personally utterly transform life,0.8271,positive
3984,2015-01-30,False,"This explains why I founded international children's charity @lumos, which aims to end institutionalisation. http://t.co/kFmeA0AtC8%",explains found international child charity aim end,0.4215,positive
3985,2015-01-30,False,".@tessatrina @JaggyL Foster homes. Family-type units. Back to parents, with appropriate social and health support. http://t.co/3uHSwtWWkp",foster home family type unit back parent appropriate social health support,0.4019,positive
3986,2015-01-30,False,.@sassylibrarian1 @VictoriaTaft @JaggyL Here's what the charity I founded proposes as the solution http://t.co/VzrcceULWT,charity found proposes solution,0.6249,positive
3987,2015-01-30,False,".@VictoriaTaft @JaggyL Pouring money into orphanages incentivises an inherently damaging system, hindering the d'velopment of alternatives",pour money orphanage incentivises inherently damaging system hinder velopment alternative,-0.5106,negative
3988,2015-01-30,False,.@VictoriaTaft @JaggyL 80\% of institutionalised children are not orphans. It is far better for them to be supported in their families.,child orphan far well supported family,0.5267,positive
3989,2015-01-30,False,.@JaggyL Please read this http://t.co/tp2q6O0DlQ before supporting 'an awesome orphans home'. Institutionalisation causes lasting damage.,please read support awesome orphan home cause lasting damage,0.7096,positive
3990,2015-01-30,False,Please RT! @TheLancet on why research should give ‘urgency to efforts to achieve deinstitutionalisation’ &gt; http://t.co/CKZIVW26SU @lumos%,please research give urgency effort achieve gt,0.5267,positive
3991,2015-01-29,False,.@arobertwebb Couldn't agree more! http://t.co/1riFhaxNsC,agree,0.3612,positive
3992,2015-01-29,False,I wish I could answer you all but your Tweets come very thick and fast! Be happy &amp; I hereby declare you all cool. X,wish could answer tweet come thick fast happy amp hereby declare cool,0.8271,positive
3993,2015-01-29,False,"And now I'm going to go and cook, which is the perfect antithesis to writing: it's all about the senses, instant gratification and sharing.",go go cook perfect antithesis write sens instant gratification share,0.8176,positive
3994,2015-01-29,False,".@evelynlns That makes me so happy! I'll tell @RGalbraith to remind him that he CAN write, just not today. That's how it goes sometimes.%",make happy tell remind write today go sometimes,0.5719,positive
3995,2015-01-29,False,.@CharlotteEM21 I appreciate both your passion and your excellent manners.,appreciate passion excellent manner,0.8555,positive
3996,2015-01-29,False,.@cxarli I agree! True coolness is the incidental by-product of higher pursuits.,agree true coolness incidental product high pursuit,0.6486,positive
3997,2015-01-29,False,".@Sushmitha_m Robert is currently sitting with his forehead on the desk, wishing he'd never picked up a pen. I'm giving him some tough love.",robert currently sit forehead desk wish never pick pen give tough love,0.7506,positive
3998,2015-01-29,False,.@dracomlafoys Cool's incredibly overrated. Just be.,cool incredibly overrate,0.3182,positive
3999,2015-01-29,False,@MathildeFelton xxx,xxx,0.0,neutral
4000,2015-01-29,False,".@mimikndr_16 Well, right now I'm on Twitter whining to you lot, but I generally take a break and try and clear my brain.",well right twitter whine lot generally take break try clear brain,0.296,positive
4001,2015-01-29,False,.@_IrisTinkerbell I jump around just enough to keep myself entertained. There are lots of things in different stages of completion.,jump around enough keep entertained lot thing different stage completion,0.4019,positive
4002,2015-01-29,False,.@HeatherrrrM He's loving it. Yesterday he didn't want to stop. Today the choice has been made for him: brain fatigue and caffeine overload.,love yesterday want stop today choice make brain fatigue caffeine overload,-0.0516,negative
4003,2015-01-29,False,.@trivialhood That's the most encouraging thing you could say to Robert. It will cheer him up immensely.,encouraging thing could say robert cheer immensely,0.7717,positive
4004,2015-01-29,False,...too busy watching @RGalbraith struggle with the third in his series.  The muse is not being helpful today.%,busy watch struggle third series muse helpful today,0.128,positive
4005,2015-01-29,False,Congratulations to my friend @RGalbraith on The Silkworm paperback publication! I had forgotten about this until our mutual editor texted...%,congratulation friend silkworm paperback publication forget mutual editor text,0.7351,positive
4006,2015-01-23,False,".@NAMIveela7 @Always_Amo Robert is working on the third book right now.  Indeed, he needs to go and back it up, so farewell for the present.",robert work third book right indeed need go back farewell present,0.0,neutral
